platform,brand,product_name,category,price,rating,ram,storage,battery,url
Amazon,Oppo,Oppo Oppo F21,Smartphone,54746,3.7,6GB,64GB,6000mAh,https://amazon.com/oppo-oppo-f21
Amazon,Oppo,Oppo oppo-31-edge,Smartphone,24517,4.1,12GB,256GB,6000mAh,https://amazon.com/oppo-oppo-model-31
Reliance Digital,Vivo,Vivo Vivo V27,Smartphone,16137,4.7,16GB,1TB,4500mAh,https://reliancedigital.com/vivo-vivo-v27
Croma,OnePlus,OnePlus oneplus-90-neo,Smartphone,41352,4.8,4GB,1TB,4000mAh,https://croma.com/oneplus-oneplus-model-90
Croma,Oppo,Oppo oppo-13-fe,Smartphone,16685,3.5,6GB,256GB,5000mAh,https://croma.com/oppo-oppo-model-13
Flipkart,Oppo,Oppo oppo-45-ultra,Smartphone,17195,3.5,12GB,64GB,6000mAh,https://flipkart.com/oppo-oppo-model-45
Amazon,OnePlus,OnePlus OnePlus 10R,Smartphone,12690,3.5,4GB,512GB,6000mAh,https://amazon.com/oneplus-oneplus-10r
Myntra,OnePlus,OnePlus oneplus-30-x,Smartphone,42013,4.6,4GB,256GB,5000mAh,https://myntra.com/oneplus-oneplus-model-30
Croma,OnePlus,OnePlus oneplus-30-fe,Smartphone,42895,4.0,16GB,64GB,5000mAh,https://croma.com/oneplus-oneplus-model-30
Flipkart,OnePlus,OnePlus OnePlus 9,Smartphone,52169,3.7,6GB,128GB,5000mAh,https://flipkart.com/oneplus-oneplus-9
Amazon,Samsung,Samsung Galaxy S22,Smartphone,49895,4.1,6GB,256GB,5500mAh,https://amazon.com/samsung-galaxy-s22
Amazon,Realme,Realme Realme Narzo 60,Smartphone,43176,4.0,6GB,1TB,5000mAh,https://amazon.com/realme-realme-narzo-60
Flipkart,Google,Google google-37-plus,Smartphone,41827,3.7,4GB,64GB,5000mAh,https://flipkart.com/google-google-model-37
Croma,Xiaomi,Xiaomi Redmi Note 12,Smartphone,26841,4.4,4GB,256GB,5500mAh,https://croma.com/xiaomi-redmi-note-12
Reliance Digital,Apple,Apple apple-32-pro,Smartphone,64299,5.0,16GB,1TB,4000mAh,https://reliancedigital.com/apple-apple-model-32
Myntra,Realme,Realme Realme C55,Smartphone,59182,3.6,8GB,1TB,5000mAh,https://myntra.com/realme-realme-c55
Flipkart,Google,Google google-69-fe,Smartphone,31752,4.1,6GB,256GB,5500mAh,https://flipkart.com/google-google-model-69
Croma,Apple,Apple iPhone 14,Smartphone,29286,3.7,12GB,64GB,6000mAh,https://croma.com/apple-iphone-14
Myntra,Realme,Realme Realme Narzo 60,Smartphone,64911,4.0,4GB,512GB,5500mAh,https://myntra.com/realme-realme-narzo-60
Flipkart,Apple,Apple iPhone 11,Smartphone,67357,4.0,6GB,512GB,4500mAh,https://flipkart.com/apple-iphone-11
Reliance Digital,Motorola,Motorola Moto G84,Smartphone,51712,4.2,6GB,128GB,5500mAh,https://reliancedigital.com/motorola-moto-g84
Reliance Digital,Google,Google Pixel 6a,Smartphone,33611,4.7,16GB,1TB,5500mAh,https://reliancedigital.com/google-pixel-6a
Flipkart,Oppo,Oppo Oppo F21,Smartphone,56095,4.5,8GB,128GB,5000mAh,https://flipkart.com/oppo-oppo-f21
Myntra,Google,Google google-89-fe,Smartphone,52097,3.6,12GB,64GB,5000mAh,https://myntra.com/google-google-model-89
Reliance Digital,Google,Google Pixel 8,Smartphone,74063,4.7,6GB,1TB,4500mAh,https://reliancedigital.com/google-pixel-8
Amazon,Xiaomi,Xiaomi Redmi Note 10,Smartphone,44093,4.5,16GB,64GB,5500mAh,https://amazon.com/xiaomi-redmi-note-10
Flipkart,OnePlus,OnePlus oneplus-86-se,Smartphone,38947,4.0,12GB,1TB,5500mAh,https://flipkart.com/oneplus-oneplus-model-86
Myntra,Apple,Apple iPhone 12,Smartphone,75158,4.9,12GB,512GB,5500mAh,https://myntra.com/apple-iphone-12
Flipkart,Google,Google Pixel 7a,Smartphone,67323,4.0,12GB,512GB,4500mAh,https://flipkart.com/google-pixel-7a
Amazon,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,10011,3.6,4GB,128GB,5000mAh,https://amazon.com/oneplus-oneplus-nord-2t
Flipkart,Vivo,Vivo Vivo Y21,Smartphone,58415,4.4,6GB,256GB,4500mAh,https://flipkart.com/vivo-vivo-y21
Amazon,Oppo,Oppo Oppo F21,Smartphone,38668,3.6,6GB,1TB,5500mAh,https://amazon.com/oppo-oppo-f21
Amazon,Samsung,Samsung Galaxy S22,Smartphone,45851,4.9,16GB,64GB,4000mAh,https://amazon.com/samsung-galaxy-s22
Flipkart,Samsung,Samsung Galaxy M34,Smartphone,64806,4.4,16GB,512GB,5500mAh,https://flipkart.com/samsung-galaxy-m34
Amazon,Oppo,Oppo oppo-34-plus,Smartphone,31643,4.0,12GB,64GB,4500mAh,https://amazon.com/oppo-oppo-model-34
Croma,Samsung,Samsung Galaxy S23,Smartphone,64650,4.8,16GB,1TB,6000mAh,https://croma.com/samsung-galaxy-s23
Reliance Digital,Oppo,Oppo oppo-81-edge,Smartphone,39963,4.1,6GB,256GB,4500mAh,https://reliancedigital.com/oppo-oppo-model-81
Reliance Digital,Apple,Apple iPhone 11,Smartphone,69607,4.9,8GB,256GB,5500mAh,https://reliancedigital.com/apple-iphone-11
Reliance Digital,Vivo,Vivo vivo-62-ultra,Smartphone,18901,4.6,16GB,1TB,5500mAh,https://reliancedigital.com/vivo-vivo-model-62
Croma,Xiaomi,Xiaomi Redmi Note 12,Smartphone,70906,3.7,6GB,128GB,5500mAh,https://croma.com/xiaomi-redmi-note-12
Amazon,Vivo,Vivo vivo-89,Smartphone,25239,4.4,6GB,512GB,6000mAh,https://amazon.com/vivo-vivo-model-89
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,34467,4.5,8GB,512GB,5500mAh,https://myntra.com/xiaomi-redmi-note-10
Amazon,Motorola,Motorola Moto G84,Smartphone,65979,4.7,6GB,512GB,4500mAh,https://amazon.com/motorola-moto-g84
Reliance Digital,Vivo,Vivo Vivo V29,Smartphone,51481,3.8,16GB,1TB,5500mAh,https://reliancedigital.com/vivo-vivo-v29
Myntra,Xiaomi,Xiaomi xiaomi-41-plus,Smartphone,23317,4.5,12GB,128GB,4000mAh,https://myntra.com/xiaomi-xiaomi-model-41
Amazon,Realme,Realme Realme Narzo 60,Smartphone,26586,4.1,12GB,128GB,5000mAh,https://amazon.com/realme-realme-narzo-60
Croma,Motorola,Motorola motorola-19-x,Smartphone,31441,3.8,8GB,256GB,5000mAh,https://croma.com/motorola-motorola-model-19
Reliance Digital,Oppo,Oppo Oppo A78,Smartphone,74278,4.7,6GB,64GB,5500mAh,https://reliancedigital.com/oppo-oppo-a78
Croma,Google,Google Pixel 7a,Smartphone,22887,4.0,12GB,512GB,5000mAh,https://croma.com/google-pixel-7a
Myntra,Xiaomi,Xiaomi Poco X5,Smartphone,19172,3.9,16GB,256GB,5500mAh,https://myntra.com/xiaomi-poco-x5
Amazon,Vivo,Vivo Vivo V27,Smartphone,70243,3.6,16GB,256GB,4000mAh,https://amazon.com/vivo-vivo-v27
Myntra,Vivo,Vivo Vivo V29,Smartphone,67283,4.3,8GB,128GB,4000mAh,https://myntra.com/vivo-vivo-v29
Flipkart,Xiaomi,Xiaomi Redmi Note 10,Smartphone,9609,3.8,12GB,256GB,5500mAh,https://flipkart.com/xiaomi-redmi-note-10
Croma,Realme,Realme realme-29-plus,Smartphone,24922,4.4,16GB,128GB,5000mAh,https://croma.com/realme-realme-model-29
Myntra,Samsung,Samsung Galaxy S23,Smartphone,39998,4.9,16GB,512GB,5000mAh,https://myntra.com/samsung-galaxy-s23
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,61926,4.1,8GB,256GB,6000mAh,https://flipkart.com/motorola-moto-edge-40
Myntra,Google,Google Pixel 8,Smartphone,22744,3.9,6GB,256GB,4500mAh,https://myntra.com/google-pixel-8
Reliance Digital,Oppo,Oppo Oppo A78,Smartphone,80535,3.8,8GB,512GB,5500mAh,https://reliancedigital.com/oppo-oppo-a78
Croma,Realme,Realme Realme 11 Pro,Smartphone,53245,4.4,16GB,256GB,5500mAh,https://croma.com/realme-realme-11-pro
Reliance Digital,Apple,Apple apple-78-edge,Smartphone,72522,3.9,6GB,1TB,5500mAh,https://reliancedigital.com/apple-apple-model-78
Croma,Motorola,Motorola motorola-91-ultra,Smartphone,18289,3.9,6GB,128GB,4500mAh,https://croma.com/motorola-motorola-model-91
Reliance Digital,Google,Google Pixel 6a,Smartphone,56028,3.5,16GB,128GB,5000mAh,https://reliancedigital.com/google-pixel-6a
Flipkart,Samsung,Samsung samsung-34-plus,Smartphone,51761,4.3,4GB,64GB,6000mAh,https://flipkart.com/samsung-samsung-model-34
Croma,Oppo,Oppo Oppo A78,Smartphone,37848,4.3,16GB,64GB,5500mAh,https://croma.com/oppo-oppo-a78
Reliance Digital,Apple,Apple iPhone 12,Smartphone,67219,3.9,6GB,1TB,5000mAh,https://reliancedigital.com/apple-iphone-12
Flipkart,Motorola,Motorola Moto G84,Smartphone,77138,3.8,8GB,1TB,5500mAh,https://flipkart.com/motorola-moto-g84
Amazon,Vivo,Vivo Vivo Y21,Smartphone,27419,4.9,6GB,64GB,4000mAh,https://amazon.com/vivo-vivo-y21
Myntra,Google,Google Pixel 6a,Smartphone,25472,4.0,16GB,64GB,5000mAh,https://myntra.com/google-pixel-6a
Myntra,Xiaomi,Xiaomi Redmi Note 10,Smartphone,31049,4.7,8GB,1TB,4000mAh,https://myntra.com/xiaomi-redmi-note-10
Croma,Apple,Apple iPhone 14,Smartphone,62024,4.9,12GB,128GB,4500mAh,https://croma.com/apple-iphone-14
Amazon,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,61428,4.2,12GB,64GB,5000mAh,https://amazon.com/oneplus-oneplus-nord-ce3
Reliance Digital,OnePlus,OnePlus oneplus-25-neo,Smartphone,59692,4.5,6GB,128GB,6000mAh,https://reliancedigital.com/oneplus-oneplus-model-25
Flipkart,Samsung,Samsung samsung-81-edge,Smartphone,39215,4.7,8GB,256GB,4000mAh,https://flipkart.com/samsung-samsung-model-81
Myntra,Xiaomi,Xiaomi Redmi Note 11,Smartphone,36256,4.8,16GB,1TB,4500mAh,https://myntra.com/xiaomi-redmi-note-11
Amazon,OnePlus,OnePlus OnePlus 11R,Smartphone,53228,3.8,4GB,1TB,4000mAh,https://amazon.com/oneplus-oneplus-11r
Amazon,Oppo,Oppo Oppo Reno 8,Smartphone,25134,4.6,6GB,512GB,5500mAh,https://amazon.com/oppo-oppo-reno-8
Amazon,Xiaomi,Xiaomi Redmi Note 12,Smartphone,34473,3.5,8GB,64GB,5500mAh,https://amazon.com/xiaomi-redmi-note-12
Myntra,Realme,Realme Realme C55,Smartphone,35660,5.0,16GB,64GB,5000mAh,https://myntra.com/realme-realme-c55
Flipkart,Xiaomi,Xiaomi xiaomi-39-pro,Smartphone,21588,4.0,6GB,64GB,4500mAh,https://flipkart.com/xiaomi-xiaomi-model-39
Amazon,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,46656,4.1,16GB,64GB,4000mAh,https://amazon.com/oneplus-oneplus-nord-2t
Amazon,Xiaomi,Xiaomi Redmi Note 12,Smartphone,40882,4.3,12GB,512GB,4000mAh,https://amazon.com/xiaomi-redmi-note-12
Flipkart,Oppo,Oppo Oppo A78,Smartphone,56885,4.9,8GB,512GB,6000mAh,https://flipkart.com/oppo-oppo-a78
Amazon,Apple,Apple apple-80-lite,Smartphone,59122,4.8,12GB,512GB,4000mAh,https://amazon.com/apple-apple-model-80
Amazon,OnePlus,OnePlus OnePlus 9,Smartphone,78838,4.3,4GB,512GB,6000mAh,https://amazon.com/oneplus-oneplus-9
Reliance Digital,Vivo,Vivo Vivo V27,Smartphone,69175,3.9,12GB,1TB,4000mAh,https://reliancedigital.com/vivo-vivo-v27
Croma,OnePlus,OnePlus oneplus-41-plus,Smartphone,31814,3.8,12GB,64GB,5500mAh,https://croma.com/oneplus-oneplus-model-41
Myntra,Xiaomi,Xiaomi Redmi Note 12,Smartphone,75543,4.8,6GB,512GB,6000mAh,https://myntra.com/xiaomi-redmi-note-12
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,76983,4.1,16GB,256GB,6000mAh,https://myntra.com/oneplus-oneplus-9
Croma,Vivo,Vivo Vivo Y36,Smartphone,24517,4.6,6GB,256GB,5000mAh,https://croma.com/vivo-vivo-y36
Amazon,Apple,Apple iPhone 12,Smartphone,14651,4.6,12GB,128GB,4500mAh,https://amazon.com/apple-iphone-12
Flipkart,Apple,Apple apple-76-se,Smartphone,56043,4.3,6GB,1TB,5500mAh,https://flipkart.com/apple-apple-model-76
Myntra,OnePlus,OnePlus OnePlus 9,Smartphone,16528,4.7,6GB,64GB,5000mAh,https://myntra.com/oneplus-oneplus-9
Amazon,Xiaomi,Xiaomi Redmi Note 11,Smartphone,35472,4.3,8GB,512GB,5000mAh,https://amazon.com/xiaomi-redmi-note-11
Reliance Digital,Realme,Realme realme-56-lite,Smartphone,21293,4.2,16GB,1TB,5500mAh,https://reliancedigital.com/realme-realme-model-56
Amazon,Vivo,Vivo vivo-35-fe,Smartphone,25262,4.4,8GB,128GB,4000mAh,https://amazon.com/vivo-vivo-model-35
Croma,Realme,Realme Realme 11 Pro,Smartphone,14007,4.8,16GB,128GB,5500mAh,https://croma.com/realme-realme-11-pro
Reliance Digital,Samsung,Samsung Galaxy A54,Smartphone,13679,4.1,16GB,64GB,4500mAh,https://reliancedigital.com/samsung-galaxy-a54
Flipkart,Oppo,Oppo oppo-73-ultra,Smartphone,36432,3.7,4GB,512GB,4500mAh,https://flipkart.com/oppo-oppo-model-73
Amazon,Vivo,Vivo vivo-34-lite,Smartphone,30684,4.2,16GB,256GB,5500mAh,https://amazon.com/vivo-vivo-model-34
Myntra,OnePlus,OnePlus OnePlus 11R,Smartphone,38794,3.7,16GB,1TB,6000mAh,https://myntra.com/oneplus-oneplus-11r
Flipkart,OnePlus,OnePlus OnePlus 10R,Smartphone,65341,4.1,8GB,1TB,5500mAh,https://flipkart.com/oneplus-oneplus-10r
Reliance Digital,Apple,Apple apple-30-pro,Smartphone,61435,4.4,12GB,512GB,5000mAh,https://reliancedigital.com/apple-apple-model-30
Amazon,Motorola,Motorola motorola-87-ultra,Smartphone,21592,4.4,12GB,1TB,5500mAh,https://amazon.com/motorola-motorola-model-87
Reliance Digital,Xiaomi,Xiaomi Redmi Note 10,Smartphone,53839,4.2,16GB,256GB,4500mAh,https://reliancedigital.com/xiaomi-redmi-note-10
Amazon,OnePlus,OnePlus oneplus-61-max,Smartphone,41202,4.6,4GB,64GB,5500mAh,https://amazon.com/oneplus-oneplus-model-61
Croma,Oppo,Oppo oppo-32-ultra,Smartphone,45004,4.9,4GB,1TB,6000mAh,https://croma.com/oppo-oppo-model-32
Amazon,OnePlus,OnePlus OnePlus Nord CE3,Smartphone,24252,4.6,8GB,1TB,6000mAh,https://amazon.com/oneplus-oneplus-nord-ce3
Myntra,Apple,Apple iPhone 15,Smartphone,62245,4.5,8GB,512GB,5500mAh,https://myntra.com/apple-iphone-15
Flipkart,Xiaomi,Xiaomi xiaomi-25-lite,Smartphone,21049,4.2,6GB,64GB,5000mAh,https://flipkart.com/xiaomi-xiaomi-model-25
Flipkart,Vivo,Vivo Vivo V29,Smartphone,56073,4.7,12GB,128GB,6000mAh,https://flipkart.com/vivo-vivo-v29
Flipkart,Samsung,Samsung samsung-98-x,Smartphone,49933,4.9,16GB,64GB,4000mAh,https://flipkart.com/samsung-samsung-model-98
Flipkart,OnePlus,OnePlus oneplus-58-lite,Smartphone,57376,4.3,12GB,128GB,6000mAh,https://flipkart.com/oneplus-oneplus-model-58
Flipkart,Apple,Apple iPhone 12,Smartphone,42415,4.7,6GB,1TB,5000mAh,https://flipkart.com/apple-iphone-12
Myntra,Samsung,Samsung Galaxy S22,Smartphone,57216,4.4,12GB,64GB,4500mAh,https://myntra.com/samsung-galaxy-s22
Croma,Oppo,Oppo oppo-93-x,Smartphone,36069,3.8,8GB,1TB,4000mAh,https://croma.com/oppo-oppo-model-93
Croma,Xiaomi,Xiaomi Mi 11X,Smartphone,42610,3.8,16GB,128GB,5500mAh,https://croma.com/xiaomi-mi-11x
Croma,Vivo,Vivo Vivo Y36,Smartphone,81251,4.7,4GB,64GB,4500mAh,https://croma.com/vivo-vivo-y36
Amazon,Motorola,Motorola motorola-15-ultra,Smartphone,18577,3.9,16GB,512GB,6000mAh,https://amazon.com/motorola-motorola-model-15
Amazon,Motorola,Motorola motorola-60-ultra,Smartphone,23742,3.6,6GB,1TB,5000mAh,https://amazon.com/motorola-motorola-model-60
Reliance Digital,Xiaomi,Xiaomi Redmi Note 10,Smartphone,29462,4.2,8GB,128GB,5000mAh,https://reliancedigital.com/xiaomi-redmi-note-10
Amazon,Apple,Apple apple-57-ultra,Smartphone,62779,4.3,6GB,1TB,4000mAh,https://amazon.com/apple-apple-model-57
Reliance Digital,Google,Google Pixel 8,Smartphone,57034,4.3,6GB,256GB,5000mAh,https://reliancedigital.com/google-pixel-8
Flipkart,Apple,Apple iPhone 11,Smartphone,64165,4.5,12GB,64GB,5500mAh,https://flipkart.com/apple-iphone-11
Myntra,Vivo,Vivo vivo-14-lite,Smartphone,25499,3.9,4GB,128GB,5000mAh,https://myntra.com/vivo-vivo-model-14
Flipkart,OnePlus,OnePlus oneplus-20,Smartphone,46541,3.9,8GB,128GB,5500mAh,https://flipkart.com/oneplus-oneplus-model-20
Reliance Digital,Vivo,Vivo Vivo Y36,Smartphone,16520,4.2,16GB,64GB,5500mAh,https://reliancedigital.com/vivo-vivo-y36
Croma,Apple,Apple apple-57-ultra,Smartphone,49529,4.9,16GB,256GB,5500mAh,https://croma.com/apple-apple-model-57
Myntra,Samsung,Samsung Galaxy S23,Smartphone,21534,3.9,12GB,1TB,5000mAh,https://myntra.com/samsung-galaxy-s23
Amazon,Apple,Apple apple-64-plus,Smartphone,53034,5.0,16GB,256GB,4000mAh,https://amazon.com/apple-apple-model-64
Flipkart,Google,Google google-24-lite,Smartphone,58300,4.3,16GB,128GB,4000mAh,https://flipkart.com/google-google-model-24
Myntra,Vivo,Vivo vivo-58-lite,Smartphone,29422,3.5,4GB,256GB,4500mAh,https://myntra.com/vivo-vivo-model-58
Croma,Xiaomi,Xiaomi Redmi Note 12,Smartphone,70964,4.3,8GB,256GB,6000mAh,https://croma.com/xiaomi-redmi-note-12
Flipkart,Vivo,Vivo vivo-64-plus,Smartphone,17725,4.1,6GB,256GB,5500mAh,https://flipkart.com/vivo-vivo-model-64
Myntra,Apple,Apple iPhone 11,Smartphone,20517,4.5,8GB,512GB,6000mAh,https://myntra.com/apple-iphone-11
Amazon,Xiaomi,Xiaomi xiaomi-89-ultra,Smartphone,26005,3.7,8GB,1TB,5500mAh,https://amazon.com/xiaomi-xiaomi-model-89
Croma,Samsung,Samsung Galaxy A54,Smartphone,70293,4.5,8GB,64GB,5000mAh,https://croma.com/samsung-galaxy-a54
Reliance Digital,Oppo,Oppo oppo-74-x,Smartphone,33188,4.2,6GB,512GB,4000mAh,https://reliancedigital.com/oppo-oppo-model-74
Reliance Digital,Realme,Realme Realme 11 Pro,Smartphone,12956,3.8,6GB,128GB,6000mAh,https://reliancedigital.com/realme-realme-11-pro
Amazon,Xiaomi,Xiaomi Redmi Note 11,Smartphone,55107,4.3,8GB,1TB,5000mAh,https://amazon.com/xiaomi-redmi-note-11
Myntra,Motorola,Motorola motorola-74-ultra,Smartphone,19090,4.5,6GB,256GB,5500mAh,https://myntra.com/motorola-motorola-model-74
Flipkart,Oppo,Oppo oppo-80-fe,Smartphone,23841,3.5,16GB,64GB,5000mAh,https://flipkart.com/oppo-oppo-model-80
Flipkart,Realme,Realme realme-67-se,Smartphone,14754,3.8,6GB,1TB,6000mAh,https://flipkart.com/realme-realme-model-67
Flipkart,Apple,Apple iPhone 13,Smartphone,47870,3.8,12GB,128GB,6000mAh,https://flipkart.com/apple-iphone-13
Flipkart,Vivo,Vivo Vivo Y21,Smartphone,52258,3.5,4GB,512GB,6000mAh,https://flipkart.com/vivo-vivo-y21
Flipkart,Xiaomi,Xiaomi Poco X5,Smartphone,46613,4.6,12GB,64GB,5000mAh,https://flipkart.com/xiaomi-poco-x5
Amazon,Realme,Realme Realme C55,Smartphone,11822,3.9,16GB,512GB,4000mAh,https://amazon.com/realme-realme-c55
Myntra,Google,Google Pixel 8,Smartphone,53181,3.9,4GB,64GB,4500mAh,https://myntra.com/google-pixel-8
Amazon,Google,Google google-31-fe,Smartphone,56900,4.3,16GB,1TB,5500mAh,https://amazon.com/google-google-model-31
Amazon,Motorola,Motorola Moto G84,Smartphone,73995,4.4,12GB,512GB,4000mAh,https://amazon.com/motorola-moto-g84
Myntra,Google,Google Pixel 8,Smartphone,78697,5.0,8GB,1TB,4000mAh,https://myntra.com/google-pixel-8
Amazon,Apple,Apple iPhone 14,Smartphone,67789,4.9,8GB,512GB,6000mAh,https://amazon.com/apple-iphone-14
Amazon,Oppo,Oppo oppo-68-neo,Smartphone,34450,4.0,4GB,64GB,5000mAh,https://amazon.com/oppo-oppo-model-68
Croma,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,29228,4.1,16GB,1TB,5000mAh,https://croma.com/oneplus-oneplus-nord-2t
Amazon,Apple,Apple iPhone 13,Smartphone,22970,4.9,8GB,1TB,4500mAh,https://amazon.com/apple-iphone-13
Myntra,Motorola,Motorola Moto Edge 40,Smartphone,16576,5.0,8GB,128GB,5500mAh,https://myntra.com/motorola-moto-edge-40
Flipkart,Vivo,Vivo vivo-59,Smartphone,31278,3.7,12GB,512GB,4500mAh,https://flipkart.com/vivo-vivo-model-59
Reliance Digital,Realme,Realme Realme C55,Smartphone,24326,4.6,12GB,512GB,4000mAh,https://reliancedigital.com/realme-realme-c55
Myntra,Samsung,Samsung Galaxy S22,Smartphone,50620,4.5,16GB,512GB,4000mAh,https://myntra.com/samsung-galaxy-s22
Amazon,Samsung,Samsung samsung-55-fe,Smartphone,47335,4.5,4GB,64GB,4500mAh,https://amazon.com/samsung-samsung-model-55
Amazon,Samsung,Samsung Galaxy A54,Smartphone,57612,4.1,16GB,256GB,6000mAh,https://amazon.com/samsung-galaxy-a54
Amazon,Realme,Realme Realme Narzo 60,Smartphone,33464,3.6,16GB,256GB,5000mAh,https://amazon.com/realme-realme-narzo-60
Croma,Vivo,Vivo vivo-75-lite,Smartphone,34236,4.0,8GB,128GB,4000mAh,https://croma.com/vivo-vivo-model-75
Amazon,Apple,Apple apple-34-edge,Smartphone,68040,4.8,16GB,1TB,5500mAh,https://amazon.com/apple-apple-model-34
Croma,Vivo,Vivo vivo-37-ultra,Smartphone,39038,3.6,16GB,256GB,5000mAh,https://croma.com/vivo-vivo-model-37
Myntra,OnePlus,OnePlus oneplus-69-ultra,Smartphone,43311,4.0,4GB,128GB,6000mAh,https://myntra.com/oneplus-oneplus-model-69
Flipkart,OnePlus,OnePlus oneplus-27-se,Smartphone,53860,4.1,6GB,256GB,5000mAh,https://flipkart.com/oneplus-oneplus-model-27
Amazon,Realme,Realme Realme Narzo 60,Smartphone,51940,4.9,12GB,128GB,5000mAh,https://amazon.com/realme-realme-narzo-60
Myntra,Motorola,Motorola Moto G54,Smartphone,47266,4.8,12GB,128GB,6000mAh,https://myntra.com/motorola-moto-g54
Myntra,Realme,Realme Realme Narzo 60,Smartphone,66306,4.8,12GB,128GB,5000mAh,https://myntra.com/realme-realme-narzo-60
Myntra,Google,Google Pixel 8,Smartphone,18890,4.0,12GB,128GB,4000mAh,https://myntra.com/google-pixel-8
Amazon,Google,Google google-34-se,Smartphone,52666,4.3,16GB,256GB,5000mAh,https://amazon.com/google-google-model-34
Flipkart,Oppo,Oppo Oppo Reno 8,Smartphone,11535,4.9,12GB,64GB,5000mAh,https://flipkart.com/oppo-oppo-reno-8
Amazon,Samsung,Samsung samsung-89-plus,Smartphone,40840,4.7,4GB,128GB,5000mAh,https://amazon.com/samsung-samsung-model-89
Croma,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,64371,3.7,12GB,1TB,4500mAh,https://croma.com/oneplus-oneplus-nord-2t
Croma,Vivo,Vivo vivo-52-se,Smartphone,19505,4.0,16GB,512GB,5000mAh,https://croma.com/vivo-vivo-model-52
Reliance Digital,Realme,Realme Realme 10 Pro,Smartphone,26142,3.6,4GB,64GB,6000mAh,https://reliancedigital.com/realme-realme-10-pro
Reliance Digital,Samsung,Samsung samsung-24-plus,Smartphone,34606,3.9,12GB,128GB,6000mAh,https://reliancedigital.com/samsung-samsung-model-24
Amazon,OnePlus,OnePlus OnePlus Nord 2T,Smartphone,32803,4.3,16GB,256GB,4500mAh,https://amazon.com/oneplus-oneplus-nord-2t
Reliance Digital,Realme,Realme realme-45-lite,Smartphone,8717,3.7,4GB,128GB,6000mAh,https://reliancedigital.com/realme-realme-model-45
Reliance Digital,Xiaomi,Xiaomi Poco X5,Smartphone,44231,4.3,8GB,512GB,5000mAh,https://reliancedigital.com/xiaomi-poco-x5
Croma,Realme,Realme Realme 11 Pro,Smartphone,22144,3.5,4GB,128GB,4000mAh,https://croma.com/realme-realme-11-pro
Flipkart,Motorola,Motorola motorola-48-ultra,Smartphone,16508,3.9,12GB,1TB,5000mAh,https://flipkart.com/motorola-motorola-model-48
Croma,Samsung,Samsung Galaxy A54,Smartphone,16061,3.7,8GB,256GB,5500mAh,https://croma.com/samsung-galaxy-a54
Amazon,Google,Google google-32-plus,Smartphone,48554,4.7,4GB,128GB,6000mAh,https://amazon.com/google-google-model-32
Myntra,Apple,Apple apple-23-se,Smartphone,55127,4.3,4GB,128GB,5500mAh,https://myntra.com/apple-apple-model-23
Reliance Digital,Samsung,Samsung Galaxy S21,Smartphone,18496,4.4,6GB,512GB,4000mAh,https://reliancedigital.com/samsung-galaxy-s21
Myntra,Google,Google google-19-ultra,Smartphone,51795,4.1,6GB,64GB,5500mAh,https://myntra.com/google-google-model-19
Myntra,Samsung,Samsung Galaxy M34,Smartphone,80738,4.6,8GB,256GB,6000mAh,https://myntra.com/samsung-galaxy-m34
Reliance Digital,Samsung,Samsung Galaxy M34,Smartphone,37752,3.8,6GB,1TB,5500mAh,https://reliancedigital.com/samsung-galaxy-m34
Reliance Digital,Apple,Apple apple-32,Smartphone,53847,4.2,6GB,64GB,4000mAh,https://reliancedigital.com/apple-apple-model-32
Croma,OnePlus,OnePlus OnePlus 11R,Smartphone,36982,4.0,6GB,256GB,4500mAh,https://croma.com/oneplus-oneplus-11r
Reliance Digital,Google,Google google-53,Smartphone,39190,4.4,6GB,256GB,4500mAh,https://reliancedigital.com/google-google-model-53
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,68420,3.9,16GB,1TB,6000mAh,https://flipkart.com/motorola-moto-edge-40
Myntra,Motorola,Motorola Moto G84,Smartphone,54186,4.2,4GB,64GB,6000mAh,https://myntra.com/motorola-moto-g84
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,50563,3.7,4GB,128GB,5000mAh,https://flipkart.com/motorola-moto-edge-40
Reliance Digital,Apple,Apple apple-56-plus,Smartphone,71574,4.5,4GB,512GB,5500mAh,https://reliancedigital.com/apple-apple-model-56
Flipkart,Motorola,Motorola Moto Edge 40,Smartphone,34922,4.8,12GB,128GB,5500mAh,https://flipkart.com/motorola-moto-edge-40
Croma,Google,Google Pixel 8,Smartphone,23381,4.1,4GB,512GB,4500mAh,https://croma.com/google-pixel-8
Reliance Digital,Apple,Apple apple-92-lite,Smartphone,60299,4.7,12GB,256GB,4500mAh,https://reliancedigital.com/apple-apple-model-92
Amazon,Realme,Realme Realme Narzo 60,Smartphone,72154,4.0,12GB,256GB,5500mAh,https://amazon.com/realme-realme-narzo-60
